caseID;activity;timestamp
Lunedi;Bell_off;23/01/2023 08:31
Lunedi;BathroomDoor_on;23/01/2023 08:45
Lunedi;BathroomDoor_off;23/01/2023 11:00
Lunedi;Stove_on;23/01/2023 13:23
Lunedi;Stove_off;23/01/2023 13:45
Lunedi;Computer_on;23/01/2023 14:30
Lunedi;KitchenLight_on;23/01/2023 21:22
Martedi;Bell_off;24/01/2023 08:33
Martedi;Stove_on;24/01/2023 09:10
Martedi;Stove_off;24/01/2023 09:25
Martedi;Computer_off;24/01/2023 11:00
Martedi;KitchenLight_on;24/01/2023 13:15
Martedi;Stove_off;24/01/2023 13:45
Martedi;KitchenLight_off;24/01/2023 14:31
Martedi;BedroomLight_on;24/01/2023 17:10
Martedi;BedroomLight_off;24/01/2023 20:01
Martedi;KitchenLight_on;24/01/2023 20:15
Martedi;Stove_on;24/01/2023 20:20
Martedi;Stove_off;24/01/2023 21:00
Martedi;KitchenLight_off;24/01/2023 22:35
Martedi;BathroomDoor_on;24/01/2023 22:45
Mercoledi;Bell_off;25/01/2023 08:33
Mercoledi;BathroomDoor_on;25/01/2023 08:45
Mercoledi;BathroomDoor_off;25/01/2023 09:25
Mercoledi;Stove_on;25/01/2023 09:45
Mercoledi;Stove_off;25/01/2023 13:15
Mercoledi;Computer_on;25/01/2023 13:18
Mercoledi;HallTV_on;25/01/2023 13:45
Mercoledi;HallTV_off;25/01/2023 14:31
Mercoledi;KitchenLight_on;25/01/2023 17:10
Mercoledi;Stove_on;25/01/2023 19:40
Mercoledi;KitchenLight_off;25/01/2023 19:43
Mercoledi;BedroomLight_off;25/01/2023 21:30
Mercoledi;MainDoor_on;25/01/2023 21:50
Mercoledi;Stove_on;25/01/2023 22:35
Mercoledi;Stove_off;25/01/2023 22:45
Mercoledi;KitchenLight_off;25/01/2023 22:53
Mercoledi;BathroomDoor_on;25/01/2023 23:33
Mercoledi;BathroomDoor_off;25/01/2023 23:43
Giovedi;Bell_off;19/01/2023 08:33
Giovedi;BathroomDoor_on;19/01/2023 08:45
Giovedi;Stove_on;19/01/2023 09:10
Giovedi;Stove_off;19/01/2023 09:25
Giovedi;Computer_on;19/01/2023 09:45
Giovedi;Computer_off;19/01/2023 11:00
Giovedi;KitchenLight_on;19/01/2023 13:15
Giovedi;Stove_on;19/01/2023 13:19
Giovedi;Stove_off;19/01/2023 13:45
Giovedi;KitchenLight_off;19/01/2023 14:31
Giovedi;MainDoor_on;19/01/2023 19:05
Giovedi;MainDoor_on;19/01/2023 19:40
Giovedi;BedroomLight_on;19/01/2023 19:10
Giovedi;BedroomLight_off;19/01/2023 20:01
Giovedi;KitchenLight_on;19/01/2023 20:15
Giovedi;Stove_on;19/01/2023 20:20
Giovedi;Stove_off;19/01/2023 21:00
Giovedi;KitchenLight_off;19/01/2023 22:35
Giovedi;BathroomDoor_on;19/01/2023 22:45
Venerdi;BathroomDoor_on;27/01/2023 08:45
Venerdi;BathroomDoor_off;27/01/2023 09:10
Venerdi;Stove_on;27/01/2023 09:25
Venerdi;Stove_off;27/01/2023 09:45
Venerdi;Computer_on;27/01/2023 11:00
Venerdi;KitchenLight_on;27/01/2023 13:20
Venerdi;Stove_on;27/01/2023 13:45
Venerdi;Stove_off;27/01/2023 14:31
Venerdi;KitchenLight_off;27/01/2023 17:10
Venerdi;BedroomLight_on;27/01/2023 19:40
Venerdi;BedroomLight_off;27/01/2023 19:43
Venerdi;MainDoor_on;27/01/2023 21:20
Venerdi;MainDoor_on;27/01/2023 21:22
Venerdi;KitchenLight_on;27/01/2023 21:23
Venerdi;Stove_on;27/01/2023 21:50
Venerdi;Stove_off;27/01/2023 22:20
Venerdi;KitchenLight_off;27/01/2023 22:45
Venerdi;BathroomDoor_on;27/01/2023 23:01
Venerdì;MainDoor_on;27/01/2023 23:34
Sabato;Bell_off;28/01/2023 10:10
Sabato;BathroomDoor_on;28/01/2023 10:45
Sabato;Stove_on;28/01/2023 11:00
Sabato;Computer_on;28/01/2023 13:15
Sabato;Stove_off;28/01/2023 14:31
Sabato;BedroomLight_off;28/01/2023 17:10
Sabato;Stove_on;28/01/2023 21:20
Sabato;Stove_off;28/01/2023 22:20
Sabato;BathroomDoor_on;28/01/2023 22:45
Sabato;MainDoor_on;28/01/2023 23:29
Domenica;MainDoor_on;29/01/2023 03:29
Domenica;BathroomDoor_on;29/01/2023 08:45
Domenica;Stove_on;29/01/2023 09:10
Domenica;Stove_off;29/01/2023 09:25
Domenica;Stove_on;29/01/2023 13:22
Domenica;Stove_off;29/01/2023 13:45
Domenica;KitchenLight_on;29/01/2023 20:15
Domenica;Stove_on;29/01/2023 20:20
Domenica;KitchenLight_off;29/01/2023 22:35
